test_match_cond,speaker_identity,trial_sequence_total,list_number,phase,condition,Answer.time_in_minutes,wrong_attempts,block_sequence,workerid,item_number,island_tested,response,Answer.condition,comp_question_exist,first_response_value,comp_answer
mismatch,Thomas,60,2,test,FILL,15.5312,,105,2,136,CNPC,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Emily,61,2,test,CNPC,15.5312,,106,2,2,CNPC,0.15,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,62,2,test,FILL,15.5312,,106,2,131,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,63,2,test,UNGRAM,15.5312,,106,2,140,CNPC,0,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,17.93756667,0,practice,3,practice_good,,0.57,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,17.93756667,8,practice,3,practice_bad,,0.41,undefined,,0.74,
,,,,,,,,,,,,,,,,
mismatch,Emily,1,1,exposure,WH,17.93756667,,1,3,15,WH,0.58,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,2,1,exposure,UNGRAM,17.93756667,,1,3,120,WH,0.55,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,3,1,exposure,FILL,17.93756667,,1,3,105,WH,0.6,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Emily,4,1,exposure,WH,17.93756667,,2,3,18,WH,0.59,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,5,1,exposure,FILL,17.93756667,,2,3,106,WH,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,6,1,exposure,UNGRAM,17.93756667,,2,3,121,WH,0.69,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,7,1,exposure,UNGRAM,17.93756667,,3,3,127,WH,0.52,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Emily,8,1,exposure,WH,17.93756667,,3,3,36,WH,0.64,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Gregory,9,1,exposure,FILL,17.93756667,,3,3,112,WH,0.64,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,10,1,exposure,FILL,17.93756667,,4,3,115,WH,0.96,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,11,1,exposure,WH,17.93756667,,4,3,45,WH,0.5,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,12,1,exposure,UNGRAM,17.93756667,,4,3,130,WH,0.71,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,13,1,exposure,FILL,17.93756667,,5,3,108,WH,0.59,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,14,1,exposure,WH,17.93756667,,5,3,24,WH,0.51,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,15,1,exposure,UNGRAM,17.93756667,,5,3,123,WH,0.74,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,16,1,exposure,FILL,17.93756667,,6,3,111,WH,0.84,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,17,1,exposure,UNGRAM,17.93756667,,6,3,126,WH,0.65,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Emily,18,1,exposure,WH,17.93756667,,6,3,33,WH,0.56,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,19,1,exposure,WH,17.93756667,,7,3,39,WH,0.67,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,20,1,exposure,FILL,17.93756667,,7,3,113,WH,0.58,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,21,1,exposure,UNGRAM,17.93756667,,7,3,128,WH,0.75,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,22,1,exposure,UNGRAM,17.93756667,,8,3,117,WH,0.71,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,23,1,exposure,FILL,17.93756667,,8,3,102,WH,0.71,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Emily,24,1,exposure,WH,17.93756667,,8,3,6,WH,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,25,1,exposure,UNGRAM,17.93756667,,9,3,125,WH,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,26,1,exposure,FILL,17.93756667,,9,3,110,WH,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,27,1,exposure,WH,17.93756667,,9,3,30,WH,0.59,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,28,1,exposure,FILL,17.93756667,,10,3,103,WH,0.45,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,29,1,exposure,UNGRAM,17.93756667,,10,3,118,WH,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,30,1,exposure,WH,17.93756667,,10,3,9,WH,0.61,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,31,1,exposure,UNGRAM,17.93756667,,11,3,124,WH,0.68,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Emily,32,1,exposure,WH,17.93756667,,11,3,27,WH,0.58,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,33,1,exposure,FILL,17.93756667,,11,3,109,WH,0.53,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,34,1,exposure,WH,17.93756667,,12,3,21,WH,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,35,1,exposure,FILL,17.93756667,,12,3,107,WH,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,36,1,exposure,UNGRAM,17.93756667,,12,3,122,WH,0.86,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,37,1,exposure,WH,17.93756667,,13,3,12,WH,0.8,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,38,1,exposure,UNGRAM,17.93756667,,13,3,119,WH,0.72,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,39,1,exposure,FILL,17.93756667,,13,3,104,WH,0.58,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,40,1,exposure,FILL,17.93756667,,14,3,114,WH,0.63,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,41,1,exposure,UNGRAM,17.93756667,,14,3,129,WH,0.5,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,42,1,exposure,WH,17.93756667,,14,3,42,WH,0.65,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,43,1,exposure,FILL,17.93756667,,15,3,101,WH,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,44,1,exposure,WH,17.93756667,,15,3,3,WH,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,45,1,exposure,UNGRAM,17.93756667,,15,3,116,WH,0.51,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,46,2,test,WH,17.93756667,,101,3,4,WH,0.61,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Emily,47,2,test,FILL,17.93756667,,101,3,132,WH,0.72,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,48,2,test,UNGRAM,17.93756667,,101,3,141,WH,0.71,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,49,2,test,UNGRAM,17.93756667,,102,3,145,WH,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,50,2,test,WH,17.93756667,,102,3,16,WH,0.45,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,51,2,test,FILL,17.93756667,,102,3,136,WH,0.83,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,52,2,test,UNGRAM,17.93756667,,103,3,144,WH,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,53,2,test,FILL,17.93756667,,103,3,135,WH,0.72,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,54,2,test,WH,17.93756667,,103,3,13,WH,0.84,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,55,2,test,UNGRAM,17.93756667,,104,3,140,WH,0.64,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,56,2,test,WH,17.93756667,,104,3,1,WH,0.72,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Emily,57,2,test,FILL,17.93756667,,104,3,131,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,58,2,test,UNGRAM,17.93756667,,105,3,143,WH,0.55,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,59,2,test,WH,17.93756667,,105,3,10,WH,0.66,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,60,2,test,FILL,17.93756667,,105,3,134,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,61,2,test,WH,17.93756667,,106,3,7,WH,0.64,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,62,2,test,FILL,17.93756667,,106,3,133,WH,0.91,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,63,2,test,UNGRAM,17.93756667,,106,3,142,WH,0.59,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,8.276733333,0,practice,4,practice_good,,0.68,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,8.276733333,1,practice,4,practice_bad,,0.4,undefined,,0.62,
,,,,,,,,,,,,,,,,
match,Jessy,1,1,exposure,FILL,8.276733333,,1,4,112,SUBJ,0.94,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,2,1,exposure,SUBJ,8.276733333,,1,4,35,SUBJ,0.7,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,3,1,exposure,UNGRAM,8.276733333,,1,4,127,SUBJ,0.72,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,4,1,exposure,SUBJ,8.276733333,,2,4,17,SUBJ,0.76,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,5,1,exposure,UNGRAM,8.276733333,,2,4,121,SUBJ,0.67,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Jessy,6,1,exposure,FILL,8.276733333,,2,4,106,SUBJ,0.92,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,7,1,exposure,UNGRAM,8.276733333,,3,4,130,SUBJ,0.59,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,8,1,exposure,FILL,8.276733333,,3,4,115,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,9,1,exposure,SUBJ,8.276733333,,3,4,44,SUBJ,0.75,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,10,1,exposure,UNGRAM,8.276733333,,4,4,126,SUBJ,0.57,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,11,1,exposure,SUBJ,8.276733333,,4,4,32,SUBJ,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,12,1,exposure,FILL,8.276733333,,4,4,111,SUBJ,0.78,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,13,1,exposure,UNGRAM,8.276733333,,5,4,129,SUBJ,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,14,1,exposure,FILL,8.276733333,,5,4,114,SUBJ,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,15,1,exposure,SUBJ,8.276733333,,5,4,41,SUBJ,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,16,1,exposure,UNGRAM,8.276733333,,6,4,123,SUBJ,0.81,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,17,1,exposure,SUBJ,8.276733333,,6,4,23,SUBJ,0.69,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,18,1,exposure,FILL,8.276733333,,6,4,108,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,19,1,exposure,FILL,8.276733333,,7,4,101,SUBJ,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,20,1,exposure,UNGRAM,8.276733333,,7,4,116,SUBJ,0.52,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,21,1,exposure,SUBJ,8.276733333,,7,4,2,SUBJ,0.61,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Iron-Head,22,1,exposure,UNGRAM,8.276733333,,8,4,125,SUBJ,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,23,1,exposure,SUBJ,8.276733333,,8,4,29,SUBJ,0.62,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Jessy,24,1,exposure,FILL,8.276733333,,8,4,110,SUBJ,0.8,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,25,1,exposure,SUBJ,8.276733333,,9,4,26,SUBJ,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,26,1,exposure,FILL,8.276733333,,9,4,109,SUBJ,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,27,1,exposure,UNGRAM,8.276733333,,9,4,124,SUBJ,0.69,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,28,1,exposure,FILL,8.276733333,,10,4,104,SUBJ,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,29,1,exposure,SUBJ,8.276733333,,10,4,11,SUBJ,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,30,1,exposure,UNGRAM,8.276733333,,10,4,119,SUBJ,0.8,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,31,1,exposure,FILL,8.276733333,,11,4,113,SUBJ,0.8,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,32,1,exposure,UNGRAM,8.276733333,,11,4,128,SUBJ,0.74,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,33,1,exposure,SUBJ,8.276733333,,11,4,38,SUBJ,0.75,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,34,1,exposure,UNGRAM,8.276733333,,12,4,122,SUBJ,0.77,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,35,1,exposure,SUBJ,8.276733333,,12,4,20,SUBJ,0.78,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,36,1,exposure,FILL,8.276733333,,12,4,107,SUBJ,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,37,1,exposure,UNGRAM,8.276733333,,13,4,118,SUBJ,0.59,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,38,1,exposure,FILL,8.276733333,,13,4,103,SUBJ,0.83,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,39,1,exposure,SUBJ,8.276733333,,13,4,8,SUBJ,0.64,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,40,1,exposure,SUBJ,8.276733333,,14,4,5,SUBJ,0.79,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,41,1,exposure,UNGRAM,8.276733333,,14,4,117,SUBJ,0.61,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Jessy,42,1,exposure,FILL,8.276733333,,14,4,102,SUBJ,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,43,1,exposure,SUBJ,8.276733333,,15,4,14,SUBJ,0.52,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,44,1,exposure,UNGRAM,8.276733333,,15,4,120,SUBJ,0.8,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,45,1,exposure,FILL,8.276733333,,15,4,105,SUBJ,0.99,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Jessy,46,2,test,FILL,8.276733333,,101,4,134,SUBJ,0.98,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,47,2,test,UNGRAM,8.276733333,,101,4,143,SUBJ,0.72,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,48,2,test,SUBJ,8.276733333,,101,4,12,SUBJ,0.69,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,49,2,test,UNGRAM,8.276733333,,102,4,140,SUBJ,0.72,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,50,2,test,SUBJ,8.276733333,,102,4,3,SUBJ,0.63,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,51,2,test,FILL,8.276733333,,102,4,131,SUBJ,0.8,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,52,2,test,UNGRAM,8.276733333,,103,4,142,SUBJ,0.64,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,53,2,test,FILL,8.276733333,,103,4,133,SUBJ,0.67,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,54,2,test,SUBJ,8.276733333,,103,4,9,SUBJ,0.65,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,55,2,test,UNGRAM,8.276733333,,104,4,141,SUBJ,0.65,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,56,2,test,SUBJ,8.276733333,,104,4,6,SUBJ,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,57,2,test,FILL,8.276733333,,104,4,132,SUBJ,0.82,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,58,2,test,SUBJ,8.276733333,,105,4,15,SUBJ,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,59,2,test,FILL,8.276733333,,105,4,135,SUBJ,0.71,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Iron-Head,60,2,test,UNGRAM,8.276733333,,105,4,144,SUBJ,0.58,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,61,2,test,UNGRAM,8.276733333,,106,4,145,SUBJ,0.83,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,62,2,test,SUBJ,8.276733333,,106,4,18,SUBJ,0.8,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,63,2,test,FILL,8.276733333,,106,4,136,SUBJ,0.7,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,14.16215,0,practice,5,practice_good,,0.99,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,14.16215,0,practice,5,practice_bad,,0,undefined,,,
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,1,1,exposure,UNGRAM,14.16215,,1,5,118,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,2,1,exposure,WH,14.16215,,1,5,9,WH,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,3,1,exposure,FILL,14.16215,,1,5,103,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Thomas,4,1,exposure,WH,14.16215,,2,5,36,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,5,1,exposure,UNGRAM,14.16215,,2,5,127,WH,0.31,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,6,1,exposure,FILL,14.16215,,2,5,112,WH,1,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Gregory,7,1,exposure,FILL,14.16215,,3,5,101,WH,0.94,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,8,1,exposure,UNGRAM,14.16215,,3,5,116,WH,0.26,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Thomas,9,1,exposure,WH,14.16215,,3,5,3,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,10,1,exposure,WH,14.16215,,4,5,12,WH,0.83,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,11,1,exposure,UNGRAM,14.16215,,4,5,119,WH,0.33,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,12,1,exposure,FILL,14.16215,,4,5,104,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,13,1,exposure,UNGRAM,14.16215,,5,5,126,WH,0.37,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,14,1,exposure,FILL,14.16215,,5,5,111,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,15,1,exposure,WH,14.16215,,5,5,33,WH,0.71,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Gregory,16,1,exposure,FILL,14.16215,,6,5,113,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,17,1,exposure,WH,14.16215,,6,5,39,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,18,1,exposure,UNGRAM,14.16215,,6,5,128,WH,0.14,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,19,1,exposure,UNGRAM,14.16215,,7,5,121,WH,0.24,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,20,1,exposure,WH,14.16215,,7,5,18,WH,0.72,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,21,1,exposure,FILL,14.16215,,7,5,106,WH,0.9,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,22,1,exposure,UNGRAM,14.16215,,8,5,125,WH,0.1,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,23,1,exposure,FILL,14.16215,,8,5,110,WH,1,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Thomas,24,1,exposure,WH,14.16215,,8,5,30,WH,0.88,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,25,1,exposure,FILL,14.16215,,9,5,115,WH,1,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,26,1,exposure,UNGRAM,14.16215,,9,5,130,WH,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,27,1,exposure,WH,14.16215,,9,5,45,WH,0.82,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,28,1,exposure,FILL,14.16215,,10,5,109,WH,1,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Thomas,29,1,exposure,WH,14.16215,,10,5,27,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,30,1,exposure,UNGRAM,14.16215,,10,5,124,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Thomas,31,1,exposure,WH,14.16215,,11,5,21,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,32,1,exposure,UNGRAM,14.16215,,11,5,122,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,33,1,exposure,FILL,14.16215,,11,5,107,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,34,1,exposure,WH,14.16215,,12,5,15,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Gregory,35,1,exposure,FILL,14.16215,,12,5,105,WH,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,36,1,exposure,UNGRAM,14.16215,,12,5,120,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,37,1,exposure,WH,14.16215,,13,5,42,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,38,1,exposure,FILL,14.16215,,13,5,114,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,39,1,exposure,UNGRAM,14.16215,,13,5,129,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,40,1,exposure,FILL,14.16215,,14,5,108,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,41,1,exposure,WH,14.16215,,14,5,24,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,42,1,exposure,UNGRAM,14.16215,,14,5,123,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,43,1,exposure,UNGRAM,14.16215,,15,5,117,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,44,1,exposure,FILL,14.16215,,15,5,102,WH,0.62,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Thomas,45,1,exposure,WH,14.16215,,15,5,6,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,46,2,test,FILL,14.16215,,101,5,131,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,47,2,test,UNGRAM,14.16215,,101,5,140,WH,0.15,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,48,2,test,WH,14.16215,,101,5,1,WH,0.21,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Gregory,49,2,test,WH,14.16215,,102,5,7,WH,0.09,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,50,2,test,FILL,14.16215,,102,5,133,WH,0.96,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,51,2,test,UNGRAM,14.16215,,102,5,142,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,52,2,test,FILL,14.16215,,103,5,136,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,53,2,test,WH,14.16215,,103,5,16,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,54,2,test,UNGRAM,14.16215,,103,5,145,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,55,2,test,FILL,14.16215,,104,5,135,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,56,2,test,UNGRAM,14.16215,,104,5,144,WH,0.11,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,57,2,test,WH,14.16215,,104,5,13,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,58,2,test,UNGRAM,14.16215,,105,5,143,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,59,2,test,WH,14.16215,,105,5,10,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,60,2,test,FILL,14.16215,,105,5,134,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Gregory,61,2,test,WH,14.16215,,106,5,4,WH,0.87,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,62,2,test,UNGRAM,14.16215,,106,5,141,WH,0.11,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,63,2,test,FILL,14.16215,,106,5,132,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,13.54573333,0,practice,6,practice_good,,1,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,13.54573333,0,practice,6,practice_bad,,0,undefined,,,
,,,,,,,,,,,,,,,,
