test_match_cond,speaker_identity,trial_sequence_total,list_number,phase,condition,Answer.time_in_minutes,wrong_attempts,block_sequence,workerid,item_number,island_tested,response,Answer.condition,comp_question_exist,first_response_value,comp_answer
,,,,,,,,,,,,,,,,
mismatch,Gregory,55,2,test,SUBJ,12.16705,,104,89,15,SUBJ,0.41,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,56,2,test,FILL,12.16705,,104,89,135,SUBJ,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,57,2,test,UNGRAM,12.16705,,104,89,144,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,58,2,test,SUBJ,12.16705,,105,89,18,SUBJ,0.68,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,59,2,test,UNGRAM,12.16705,,105,89,145,SUBJ,0.01,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Thomas,60,2,test,FILL,12.16705,,105,89,136,SUBJ,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,61,2,test,UNGRAM,12.16705,,106,89,140,SUBJ,0.01,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Thomas,62,2,test,FILL,12.16705,,106,89,131,SUBJ,0.98,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Gregory,63,2,test,SUBJ,12.16705,,106,89,3,SUBJ,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,6.685866667,0,practice,90,practice_good,,0.98,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,6.685866667,0,practice,90,practice_bad,,0.16,undefined,,,
,,,,,,,,,,,,,,,,
match,Emily,1,1,exposure,WH,6.685866667,,1,90,39,WH,0.83,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Thomas,2,1,exposure,FILL,6.685866667,,1,90,113,WH,0.87,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Iron-Head,3,1,exposure,UNGRAM,6.685866667,,1,90,128,WH,0.19,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,4,1,exposure,WH,6.685866667,,2,90,3,WH,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,5,1,exposure,UNGRAM,6.685866667,,2,90,116,WH,0.71,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Thomas,6,1,exposure,FILL,6.685866667,,2,90,101,WH,0.81,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,7,1,exposure,UNGRAM,6.685866667,,3,90,118,WH,0.84,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Thomas,8,1,exposure,FILL,6.685866667,,3,90,103,WH,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,9,1,exposure,WH,6.685866667,,3,90,9,WH,0.88,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Iron-Head,10,1,exposure,UNGRAM,6.685866667,,4,90,121,WH,0.87,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,11,1,exposure,WH,6.685866667,,4,90,18,WH,0.23,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Thomas,12,1,exposure,FILL,6.685866667,,4,90,106,WH,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,13,1,exposure,FILL,6.685866667,,5,90,114,WH,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,14,1,exposure,WH,6.685866667,,5,90,42,WH,0.94,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,15,1,exposure,UNGRAM,6.685866667,,5,90,129,WH,0.87,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,16,1,exposure,FILL,6.685866667,,6,90,108,WH,0.97,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Iron-Head,17,1,exposure,UNGRAM,6.685866667,,6,90,123,WH,0.92,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,18,1,exposure,WH,6.685866667,,6,90,24,WH,0.94,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Thomas,19,1,exposure,FILL,6.685866667,,7,90,111,WH,0.86,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Iron-Head,20,1,exposure,UNGRAM,6.685866667,,7,90,126,WH,0.08,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,21,1,exposure,WH,6.685866667,,7,90,33,WH,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,22,1,exposure,UNGRAM,6.685866667,,8,90,122,WH,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,23,1,exposure,FILL,6.685866667,,8,90,107,WH,0.16,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,24,1,exposure,WH,6.685866667,,8,90,21,WH,0.83,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,25,1,exposure,FILL,6.685866667,,9,90,115,WH,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,26,1,exposure,UNGRAM,6.685866667,,9,90,130,WH,0.05,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,27,1,exposure,WH,6.685866667,,9,90,45,WH,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,28,1,exposure,WH,6.685866667,,10,90,6,WH,0.1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,29,1,exposure,FILL,6.685866667,,10,90,102,WH,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,30,1,exposure,UNGRAM,6.685866667,,10,90,117,WH,0.94,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,31,1,exposure,WH,6.685866667,,11,90,15,WH,0.88,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,32,1,exposure,FILL,6.685866667,,11,90,105,WH,0.97,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Iron-Head,33,1,exposure,UNGRAM,6.685866667,,11,90,120,WH,0.89,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,34,1,exposure,FILL,6.685866667,,12,90,112,WH,0.93,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Iron-Head,35,1,exposure,UNGRAM,6.685866667,,12,90,127,WH,0.11,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,36,1,exposure,WH,6.685866667,,12,90,36,WH,0.93,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,37,1,exposure,WH,6.685866667,,13,90,30,WH,0.11,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,38,1,exposure,UNGRAM,6.685866667,,13,90,125,WH,0.94,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,39,1,exposure,FILL,6.685866667,,13,90,110,WH,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,40,1,exposure,WH,6.685866667,,14,90,27,WH,0.93,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,41,1,exposure,FILL,6.685866667,,14,90,109,WH,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,42,1,exposure,UNGRAM,6.685866667,,14,90,124,WH,0.08,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,43,1,exposure,WH,6.685866667,,15,90,12,WH,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,44,1,exposure,UNGRAM,6.685866667,,15,90,119,WH,0.12,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,45,1,exposure,FILL,6.685866667,,15,90,104,WH,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,46,2,test,UNGRAM,6.685866667,,101,90,145,WH,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,47,2,test,WH,6.685866667,,101,90,16,WH,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,48,2,test,FILL,6.685866667,,101,90,136,WH,0.89,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,49,2,test,UNGRAM,6.685866667,,102,90,143,WH,0.12,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,50,2,test,WH,6.685866667,,102,90,10,WH,0.91,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Thomas,51,2,test,FILL,6.685866667,,102,90,134,WH,0.89,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Emily,52,2,test,WH,6.685866667,,103,90,13,WH,0.12,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,53,2,test,FILL,6.685866667,,103,90,135,WH,0.96,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,54,2,test,UNGRAM,6.685866667,,103,90,144,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,55,2,test,WH,6.685866667,,104,90,1,WH,0.94,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Iron-Head,56,2,test,UNGRAM,6.685866667,,104,90,140,WH,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,57,2,test,FILL,6.685866667,,104,90,131,WH,0.08,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,58,2,test,UNGRAM,6.685866667,,105,90,142,WH,0.93,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,59,2,test,WH,6.685866667,,105,90,7,WH,0.06,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,60,2,test,FILL,6.685866667,,105,90,133,WH,0.96,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,61,2,test,FILL,6.685866667,,106,90,132,WH,0.95,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Iron-Head,62,2,test,UNGRAM,6.685866667,,106,90,141,WH,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,63,2,test,WH,6.685866667,,106,90,4,WH,0.05,undefined,1,,Emily
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,11.11535,0,practice,91,practice_good,,0.9,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,11.11535,0,practice,91,practice_bad,,0.06,undefined,,,
,,,,,,,,,,,,,,,,
match,Gregory,1,1,exposure,SUBJ,11.11535,,1,91,23,SUBJ,0.32,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,2,1,exposure,UNGRAM,11.11535,,1,91,123,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,3,1,exposure,FILL,11.11535,,1,91,108,SUBJ,0.78,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,4,1,exposure,FILL,11.11535,,2,91,105,SUBJ,0.85,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,5,1,exposure,UNGRAM,11.11535,,2,91,120,SUBJ,0.05,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,6,1,exposure,SUBJ,11.11535,,2,91,14,SUBJ,0.49,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,7,1,exposure,FILL,11.11535,,3,91,110,SUBJ,0.9,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,8,1,exposure,UNGRAM,11.11535,,3,91,125,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,9,1,exposure,SUBJ,11.11535,,3,91,29,SUBJ,0.61,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Gregory,10,1,exposure,SUBJ,11.11535,,4,91,35,SUBJ,0.46,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,11,1,exposure,FILL,11.11535,,4,91,112,SUBJ,0.64,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,12,1,exposure,UNGRAM,11.11535,,4,91,127,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,13,1,exposure,UNGRAM,11.11535,,5,91,124,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,14,1,exposure,FILL,11.11535,,5,91,109,SUBJ,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,15,1,exposure,SUBJ,11.11535,,5,91,26,SUBJ,0.62,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,16,1,exposure,UNGRAM,11.11535,,6,91,130,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,17,1,exposure,FILL,11.11535,,6,91,115,SUBJ,0.6,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,18,1,exposure,SUBJ,11.11535,,6,91,44,SUBJ,0.62,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,19,1,exposure,FILL,11.11535,,7,91,107,SUBJ,0.98,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,20,1,exposure,SUBJ,11.11535,,7,91,20,SUBJ,0.35,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Iron-Head,21,1,exposure,UNGRAM,11.11535,,7,91,122,SUBJ,0.01,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Jessy,22,1,exposure,FILL,11.11535,,8,91,111,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,23,1,exposure,SUBJ,11.11535,,8,91,32,SUBJ,0.52,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,24,1,exposure,UNGRAM,11.11535,,8,91,126,SUBJ,0.07,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,25,1,exposure,SUBJ,11.11535,,9,91,17,SUBJ,0.82,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,26,1,exposure,FILL,11.11535,,9,91,106,SUBJ,0.99,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,27,1,exposure,UNGRAM,11.11535,,9,91,121,SUBJ,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,28,1,exposure,FILL,11.11535,,10,91,104,SUBJ,0.89,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,29,1,exposure,UNGRAM,11.11535,,10,91,119,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,30,1,exposure,SUBJ,11.11535,,10,91,11,SUBJ,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,31,1,exposure,FILL,11.11535,,11,91,113,SUBJ,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,32,1,exposure,UNGRAM,11.11535,,11,91,128,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,33,1,exposure,SUBJ,11.11535,,11,91,38,SUBJ,0.62,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,34,1,exposure,FILL,11.11535,,12,91,114,SUBJ,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,35,1,exposure,UNGRAM,11.11535,,12,91,129,SUBJ,0.09,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,36,1,exposure,SUBJ,11.11535,,12,91,41,SUBJ,0.49,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,37,1,exposure,UNGRAM,11.11535,,13,91,116,SUBJ,0.14,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,38,1,exposure,SUBJ,11.11535,,13,91,2,SUBJ,0.71,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,39,1,exposure,FILL,11.11535,,13,91,101,SUBJ,0.97,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,40,1,exposure,SUBJ,11.11535,,14,91,5,SUBJ,0.34,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,41,1,exposure,FILL,11.11535,,14,91,102,SUBJ,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,42,1,exposure,UNGRAM,11.11535,,14,91,117,SUBJ,0.09,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,43,1,exposure,FILL,11.11535,,15,91,103,SUBJ,0.99,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,44,1,exposure,UNGRAM,11.11535,,15,91,118,SUBJ,0.17,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,45,1,exposure,SUBJ,11.11535,,15,91,8,SUBJ,0.36,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,46,2,test,UNGRAM,11.11535,,101,91,144,SUBJ,0.05,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,47,2,test,FILL,11.11535,,101,91,135,SUBJ,0.98,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,48,2,test,SUBJ,11.11535,,101,91,15,SUBJ,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,49,2,test,SUBJ,11.11535,,102,91,6,SUBJ,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,50,2,test,UNGRAM,11.11535,,102,91,141,SUBJ,0.21,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,51,2,test,FILL,11.11535,,102,91,132,SUBJ,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,52,2,test,SUBJ,11.11535,,103,91,3,SUBJ,0.78,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,53,2,test,FILL,11.11535,,103,91,131,SUBJ,0.97,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,54,2,test,UNGRAM,11.11535,,103,91,140,SUBJ,0.01,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Iron-Head,55,2,test,UNGRAM,11.11535,,104,91,142,SUBJ,0.15,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,56,2,test,SUBJ,11.11535,,104,91,9,SUBJ,0.63,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,57,2,test,FILL,11.11535,,104,91,133,SUBJ,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,58,2,test,UNGRAM,11.11535,,105,91,145,SUBJ,0.24,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,59,2,test,FILL,11.11535,,105,91,136,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,60,2,test,SUBJ,11.11535,,105,91,18,SUBJ,0.41,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,61,2,test,UNGRAM,11.11535,,106,91,143,SUBJ,0.09,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,62,2,test,SUBJ,11.11535,,106,91,12,SUBJ,0.53,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,63,2,test,FILL,11.11535,,106,91,134,SUBJ,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,21.11381667,0,practice,92,practice_good,,1,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,21.11381667,0,practice,92,practice_bad,,0,undefined,,,
,,,,,,,,,,,,,,,,
match,Thomas,1,1,exposure,WH,21.11381667,,1,92,39,WH,0.3,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,2,1,exposure,UNGRAM,21.11381667,,1,92,128,WH,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,3,1,exposure,FILL,21.11381667,,1,92,113,WH,0.53,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,4,1,exposure,WH,21.11381667,,2,92,3,WH,0.36,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,5,1,exposure,UNGRAM,21.11381667,,2,92,116,WH,0.02,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,6,1,exposure,FILL,21.11381667,,2,92,101,WH,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,7,1,exposure,UNGRAM,21.11381667,,3,92,127,WH,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,8,1,exposure,FILL,21.11381667,,3,92,112,WH,0.3,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,9,1,exposure,WH,21.11381667,,3,92,36,WH,0.28,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,10,1,exposure,FILL,21.11381667,,4,92,103,WH,0.85,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,11,1,exposure,UNGRAM,21.11381667,,4,92,118,WH,0.03,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Thomas,12,1,exposure,WH,21.11381667,,4,92,9,WH,0.5,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,13,1,exposure,FILL,21.11381667,,5,92,109,WH,0.93,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Iron-Head,14,1,exposure,UNGRAM,21.11381667,,5,92,124,WH,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,15,1,exposure,WH,21.11381667,,5,92,27,WH,0.16,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,16,1,exposure,UNGRAM,21.11381667,,6,92,122,WH,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,17,1,exposure,WH,21.11381667,,6,92,21,WH,0.36,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Emily,18,1,exposure,FILL,21.11381667,,6,92,107,WH,0.98,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Thomas,19,1,exposure,WH,21.11381667,,7,92,6,WH,0.51,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Iron-Head,20,1,exposure,UNGRAM,21.11381667,,7,92,117,WH,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,21,1,exposure,FILL,21.11381667,,7,92,102,WH,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,22,1,exposure,WH,21.11381667,,8,92,18,WH,0.25,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,23,1,exposure,FILL,21.11381667,,8,92,106,WH,0.41,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,24,1,exposure,UNGRAM,21.11381667,,8,92,121,WH,0.04,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,25,1,exposure,UNGRAM,21.11381667,,9,92,119,WH,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,26,1,exposure,FILL,21.11381667,,9,92,104,WH,0.96,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,27,1,exposure,WH,21.11381667,,9,92,12,WH,0.4,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Emily,28,1,exposure,FILL,21.11381667,,10,92,114,WH,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,29,1,exposure,UNGRAM,21.11381667,,10,92,129,WH,0.01,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Thomas,30,1,exposure,WH,21.11381667,,10,92,42,WH,0.22,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,31,1,exposure,UNGRAM,21.11381667,,11,92,130,WH,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,32,1,exposure,WH,21.11381667,,11,92,45,WH,0.45,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,33,1,exposure,FILL,21.11381667,,11,92,115,WH,0.89,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,34,1,exposure,FILL,21.11381667,,12,92,108,WH,0.95,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Iron-Head,35,1,exposure,UNGRAM,21.11381667,,12,92,123,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Thomas,36,1,exposure,WH,21.11381667,,12,92,24,WH,0.66,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Emily,37,1,exposure,FILL,21.11381667,,13,92,110,WH,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,38,1,exposure,WH,21.11381667,,13,92,30,WH,0.79,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,39,1,exposure,UNGRAM,21.11381667,,13,92,125,WH,0.01,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,40,1,exposure,FILL,21.11381667,,14,92,111,WH,0.95,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Thomas,41,1,exposure,WH,21.11381667,,14,92,33,WH,0.53,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Iron-Head,42,1,exposure,UNGRAM,21.11381667,,14,92,126,WH,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,43,1,exposure,FILL,21.11381667,,15,92,105,WH,0.76,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,44,1,exposure,UNGRAM,21.11381667,,15,92,120,WH,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,45,1,exposure,WH,21.11381667,,15,92,15,WH,0.53,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,46,2,test,FILL,21.11381667,,101,92,134,WH,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,47,2,test,UNGRAM,21.11381667,,101,92,143,WH,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,48,2,test,WH,21.11381667,,101,92,10,WH,0.38,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,49,2,test,UNGRAM,21.11381667,,102,92,145,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,50,2,test,FILL,21.11381667,,102,92,136,WH,0.96,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,51,2,test,WH,21.11381667,,102,92,16,WH,0.59,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Iron-Head,52,2,test,UNGRAM,21.11381667,,103,92,140,WH,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,53,2,test,WH,21.11381667,,103,92,1,WH,0.44,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,54,2,test,FILL,21.11381667,,103,92,131,WH,0.96,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Emily,55,2,test,FILL,21.11381667,,104,92,135,WH,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,56,2,test,WH,21.11381667,,104,92,13,WH,0.42,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,57,2,test,UNGRAM,21.11381667,,104,92,144,WH,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,58,2,test,FILL,21.11381667,,105,92,132,WH,0.96,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Thomas,59,2,test,WH,21.11381667,,105,92,4,WH,0.65,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,60,2,test,UNGRAM,21.11381667,,105,92,141,WH,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,61,2,test,WH,21.11381667,,106,92,7,WH,0.37,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Emily,62,2,test,FILL,21.11381667,,106,92,133,WH,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,63,2,test,UNGRAM,21.11381667,,106,92,142,WH,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,11.28198333,0,practice,93,practice_good,,1,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,11.28198333,0,practice,93,practice_bad,,0,undefined,,,
,,,,,,,,,,,,,,,,
